step,x,y,vx,vy,angle,angular_velocity,left_leg,right_leg,action,action_text,value,reward,success,crash,timeout
11,0.0224335677921772,1.347614049911499,0.17024704813957214,-0.38123026490211487,0.05200567469000816,0.1356656551361084,0.0,0.0,0,noop,2.0066616535186768,-2.2122007677442355,0,0,0
12,0.024204349145293236,1.3384418487548828,0.17022748291492462,-0.4079025387763977,0.0587872676551342,0.13564446568489075,0.0,0.0,0,noop,2.0704925060272217,-2.176493437533054,0,0,0
13,0.02597494050860405,1.3286703824996948,0.17020802199840546,-0.4345749318599701,0.06556781381368637,0.13562336564064026,0.0,0.0,0,noop,2.137073516845703,-2.1371780497606494,0,0,0
14,0.027745341882109642,1.318299412727356,0.17018869519233704,-0.4612475037574768,0.07234730571508408,0.13560231029987335,0.0,0.0,0,noop,2.2033631801605225,-2.094905459464286,0,0,0
15,0.029515456408262253,1.3073289394378662,0.17016945779323578,-0.48792025446891785,0.07912575453519821,0.13558164238929749,0.0,0.0,0,noop,2.2684333324432373,-2.0502273298837963,0,0,0
16,0.03128528594970703,1.2957589626312256,0.17015035450458527,-0.5145931839942932,0.08590318262577057,0.13556089997291565,0.0,0.0,0,noop,2.331838369369507,-2.003585440673845,0,0,0
17,0.03305492550134659,1.2835898399353027,0.1701313555240631,-0.5412663221359253,0.09267958253622055,0.1355404406785965,0.0,0.0,0,noop,2.3895199298858643,-1.9552468475904448,0,0,0
18,0.034824371337890625,1.2708210945129395,0.1701124757528305,-0.5679395198822021,0.09945494681596756,0.1355195939540863,0.0,0.0,0,noop,2.4469704627990723,-1.9055247647716271,0,0,0
19,0.03659343719482422,1.2574526071548462,0.17009371519088745,-0.5946129560470581,0.106229268014431,0.13549888134002686,0.0,0.0,0,noop,2.504908323287964,-1.854636359983033,0,0,0
20,0.03836240619421005,1.2434847354888916,0.17007508873939514,-0.6212864518165588,0.11300256103277206,0.13547824323177338,0.0,0.0,0,noop,2.558008909225464,-1.8028105274599966,0,0,0
21,0.04013099521398544,1.2289174795150757,0.17005658149719238,-0.6479602456092834,0.11977485567331314,0.13545776903629303,0.0,0.0,0,noop,2.611149787902832,-1.7500860504268303,0,0,0
22,0.04189939424395561,1.2137506008148193,0.17003822326660156,-0.6746340394020081,0.12654612958431244,0.13543781638145447,0.0,0.0,0,noop,2.669837236404419,-1.6966938934548352,0,0,0
23,0.0436675064265728,1.1979844570159912,0.1700199693441391,-0.7013081312179565,0.13331638276576996,0.13541725277900696,0.0,0.0,0,noop,2.7270264625549316,-1.6426615179832424,0,0,0
24,0.045435331761837006,1.1816186904907227,0.17000189423561096,-0.7279822826385498,0.1400856226682663,0.13539700210094452,0.0,0.0,0,noop,2.7910587787628174,-1.6825945494236407,0,0,0
25,0.04720506817102432,1.1646323204040527,0.17018257081508636,-0.755601167678833,0.14685438573360443,0.13537515699863434,0.0,0.0,0,noop,2.857720375061035,-1.531211082302434,0,0,0
26,0.04897470399737358,1.1470465660095215,0.17018339037895203,-0.7822716236114502,0.15362311899662018,0.13537479937076569,0.0,0.0,0,noop,2.922740936279297,-1.4758835283717815,0,0,0
27,0.05074424669146538,1.128861427307129,0.17018425464630127,-0.8089420199394226,0.16039185225963593,0.1353745311498642,0.0,0.0,0,noop,2.987675905227661,-1.4202694555422966,0,0,0
28,0.052513789385557175,1.110076904296875,0.1701851487159729,-0.8356124758720398,0.1671605408191681,0.13537409901618958,0.0,0.0,0,noop,3.0546677112579346,-1.3643637245837112,0,0,0
29,0.05428314208984375,1.0906929969787598,0.1701860874891281,-0.862282931804657,0.17392922937870026,0.1353735774755478,0.0,0.0,0,noop,3.109668254852295,-1.3082173958044905,0,0,0
30,0.056052494794130325,1.0707098245620728,0.1701870560646057,-0.8889533281326294,0.18069788813591003,0.135373055934906,0.0,0.0,3,right_engine,3.1720364093780518,-1.1890708897647346,0,0,0
31,0.05788087844848633,1.050141453742981,0.17761018872261047,-0.9147964119911194,0.18594816327095032,0.10500532388687134,0.0,0.0,3,right_engine,3.2362892627716064,-0.9286575896173008,0,0,0
32,0.059790801256895065,1.0289970636367798,0.1878640502691269,-0.9401417970657349,0.18908797204494476,0.06279623508453369,0.0,0.0,2,main_engine,3.274505376815796,4.1189099758212935,0,0,0
33,0.06168871000409126,1.0084805488586426,0.1860157549381256,-0.9123384952545166,0.19288542866706848,0.0759490430355072,0.0,0.0,0,noop,3.231574058532715,-0.8986441372631475,0,0,0
34,0.06358661502599716,0.9873640537261963,0.18601609766483307,-0.9390062689781189,0.1966828852891922,0.07594896852970123,0.0,0.0,2,main_engine,3.2659666538238525,4.554820602988582,0,0,0
35,0.06515417248010635,0.9668253660202026,0.15377120673656464,-0.9132320880889893,0.19969196617603302,0.06018175557255745,0.0,0.0,3,right_engine,3.2344400882720947,-0.6593345148627054,0,0,0
36,0.06680946052074432,0.9457170367240906,0.16481322050094604,-0.9382421970367432,0.2004094123840332,0.01434908527880907,0.0,0.0,2,main_engine,3.281520128250122,1.9536215414819764,0,0,0
37,0.06827554851770401,0.9245787858963013,0.14639520645141602,-0.9395021200180054,0.20061925053596497,0.004196667578071356,0.0,0.0,2,main_engine,3.2903082370758057,6.143095949861771,0,0,0
38,0.06943750381469727,0.9043453335762024,0.11643992364406586,-0.8992335200309753,0.20037594437599182,-0.004865915514528751,0.0,0.0,3,right_engine,3.229261875152588,-0.4573654597499217,0,0,0
39,0.0706692710518837,0.8835210800170898,0.12516456842422485,-0.9252553582191467,0.19837206602096558,-0.04007742553949356,0.0,0.0,2,main_engine,3.273648977279663,5.003028483565584,0,0,0
40,0.07184209674596786,0.8633961081504822,0.11875532567501068,-0.8942455649375916,0.19689112901687622,-0.02961905300617218,0.0,0.0,2,main_engine,3.2108280658721924,3.3384814613271034,0,0,0
41,0.07300291210412979,0.8436266779899597,0.11703620105981827,-0.8785091042518616,0.195932537317276,-0.019172200933098793,0.0,0.0,0,noop,3.173022508621216,-0.5293082488461209,0,0,0
42,0.07416372001171112,0.8232573866844177,0.11703622341156006,-0.9051758050918579,0.19497394561767578,-0.01917209103703499,0.0,0.0,2,main_engine,3.207392454147339,4.018261175508781,0,0,0
43,0.07502422481775284,0.8033014535903931,0.08775940537452698,-0.886705219745636,0.19325833022594452,-0.03431268781423569,0.0,0.0,3,right_engine,3.1826539039611816,-0.24630562937332343,0,0,0
44,0.07595320045948029,0.7827717661857605,0.09639039635658264,-0.9119828939437866,0.1897454708814621,-0.07025687396526337,0.0,0.0,2,main_engine,3.2180347442626953,3.4470535250219543,0,0,0
45,0.0767737403512001,0.7625325918197632,0.08552481979131699,-0.8990809917449951,0.18625833094120026,-0.06974288076162338,0.0,0.0,2,main_engine,3.186103343963623,6.033675017160886,0,0,0
46,0.077519990503788,0.7432100772857666,0.07757411897182465,-0.8584085702896118,0.18330030143260956,-0.05916045978665352,0.0,0.0,0,noop,3.112060546875,-0.38724646465294654,0,0,0
47,0.07826624065637589,0.7232877612113953,0.07757432013750076,-0.8850759267807007,0.18034230172634125,-0.05916040390729904,0.0,0.0,2,main_engine,3.1396255493164062,6.144866117840661,0,0,0
48,0.07872238010168076,0.7042682766914368,0.049053750932216644,-0.8448997139930725,0.17689582705497742,-0.06892935186624527,0.0,0.0,0,noop,3.0744874477386475,-0.3735602803191682,0,0,0
49,0.07917861640453339,0.6846489310264587,0.04905401170253754,-0.87156742811203,0.1734493374824524,-0.06892931461334229,0.0,0.0,2,main_engine,3.108264446258545,4.106784043026733,0,0,0
50,0.07942581176757812,0.6654860973358154,0.02855003997683525,-0.8512392640113831,0.16961345076560974,-0.07671783119440079,0.0,0.0,3,right_engine,3.0598442554473877,-0.12954093420321897,0,0,0
51,0.07974977791309357,0.6457338929176331,0.03816141188144684,-0.8772289752960205,0.16383729875087738,-0.1155230849981308,0.0,0.0,2,main_engine,3.0844533443450928,3.276877305765436,0,0,0
52,0.07981233298778534,0.6261846423149109,0.012819034978747368,-0.8681495785713196,0.1572723388671875,-0.1312990039587021,0.0,0.0,2,main_engine,3.052340030670166,5.932179870753726,0,0,0
53,0.07960033416748047,0.6074585318565369,-0.014058582484722137,-0.831533670425415,0.15014106035232544,-0.14262591302394867,0.0,0.0,0,noop,2.983473539352417,-0.035114667950836065,0,0,0
54,0.0793883353471756,0.5881330370903015,-0.014057609252631664,-0.8582046031951904,0.14300978183746338,-0.14262540638446808,0.0,0.0,2,main_engine,3.0107381343841553,2.8229274121563437,0,0,0
55,0.07919292151927948,0.5689312219619751,-0.012781900353729725,-0.8527819514274597,0.13627298176288605,-0.13473603129386902,0.0,0.0,2,main_engine,2.9919521808624268,5.8250137162733155,0,0,0
56,0.07900170981884003,0.5505620837211609,-0.012977808713912964,-0.8158563375473022,0.13015612959861755,-0.12233714759349823,0.0,0.0,0,noop,2.929929494857788,-0.17522003122081742,0,0,0
57,0.07881049811840057,0.5315935015678406,-0.012977187521755695,-0.8425262570381165,0.12403930723667145,-0.12233680486679077,0.0,0.0,2,main_engine,2.955341339111328,4.880575113868088,0,0,0
58,0.07857866585254669,0.513253390789032,-0.01732000894844532,-0.8146406412124634,0.11820506304502487,-0.11668489128351212,0.0,0.0,2,main_engine,2.9031975269317627,4.990595546220061,0,0,0
59,0.07828016579151154,0.4955870509147644,-0.02413548156619072,-0.7847265601158142,0.11252854019403458,-0.11353063583374023,0.0,0.0,0,noop,2.8513376712799072,-0.2898594777007588,0,0,0
60,0.07798156887292862,0.47732120752334595,-0.024135015904903412,-0.8113958835601807,0.10685202479362488,-0.11353039741516113,0.0,0.0,2,main_engine,2.881014108657837,4.69095502870145,0,0,0
61,0.07769546657800674,0.45966899394989014,-0.023357411846518517,-0.7841780185699463,0.1016317680478096,-0.1044049859046936,0.0,0.0,2,main_engine,2.829355478286743,4.516270781634586,0,0,0
62,0.07721786201000214,0.44260933995246887,-0.041977692395448685,-0.7578230500221252,0.09590446949005127,-0.11454595625400543,0.0,0.0,0,noop,2.7863099575042725,-0.3431775707027782,0,0,0
63,0.07674026489257812,0.42495018243789673,-0.04197729378938675,-0.7844924330711365,0.09017720073461533,-0.11454565823078156,0.0,0.0,2,main_engine,2.811305522918701,4.368362993212782,0,0,0
64,0.0761287659406662,0.4078444838523865,-0.055075209587812424,-0.7598966956138611,0.08415324240922928,-0.1204790472984314,0.0,0.0,2,main_engine,2.767186403274536,4.126410148284276,0,0,0
65,0.07545880973339081,0.391242116689682,-0.06092873215675354,-0.7375565767288208,0.07814642786979675,-0.12013622373342514,0.0,0.0,2,main_engine,2.728851318359375,3.276334145774894,0,0,0
66,0.07458667457103729,0.3749738931655884,-0.08043579757213593,-0.7226899266242981,0.07143208384513855,-0.13428674638271332,0.0,0.0,2,main_engine,2.6941187381744385,3.9940341655649805,0,0,0
67,0.07352161407470703,0.35921037197113037,-0.09906886518001556,-0.700262725353241,0.0640711635351181,-0.14721843600273132,0.0,0.0,1,left_engine,2.6539247035980225,-0.605986600372417,0,0,0
68,0.0723886489868164,0.3428477644920349,-0.1075628399848938,-0.7269940972328186,0.05840933695435524,-0.11323647201061249,0.0,0.0,2,main_engine,2.685744524002075,2.142171631753894,0,0,0
69,0.07132367789745331,0.3265340030193329,-0.10120080411434174,-0.7248608469963074,0.053178366273641586,-0.10461965948343277,0.0,0.0,2,main_engine,2.6732144355773926,4.478527247314088,0,0,0
70,0.07026185840368271,0.3108389973640442,-0.10110646486282349,-0.6973831057548523,0.048161838203668594,-0.10033063590526581,0.0,0.0,2,main_engine,2.6392743587493896,2.657477687546316,0,0,0
71,0.06921720504760742,0.29535406827926636,-0.09959381818771362,-0.6880705952644348,0.04334497079253197,-0.09633716940879822,0.0,0.0,2,main_engine,2.624948501586914,2.141987047016028,0,0,0
72,0.06811122596263885,0.2799851596355438,-0.1055353507399559,-0.6829248666763306,0.03834059089422226,-0.10008744150400162,0.0,0.0,2,main_engine,2.6190433502197266,1.9222473561223665,0,0,0
73,0.06681375205516815,0.26471495628356934,-0.12386643886566162,-0.678536057472229,0.032534077763557434,-0.11613023281097412,0.0,0.0,2,main_engine,2.5691704750061035,1.9403829100511103,0,0,0
74,0.06551627814769745,0.24948185682296753,-0.12394032627344131,-0.676910936832428,0.026791177690029144,-0.11485809087753296,0.0,0.0,2,main_engine,2.553029775619507,1.9395977202283745,0,0,0
75,0.06416864693164825,0.2343030571937561,-0.12876656651496887,-0.6745170950889587,0.020871000364422798,-0.11840318143367767,0.0,0.0,2,main_engine,2.5339996814727783,2.491527742121801,0,0,0
76,0.06272192299365997,0.21932266652584076,-0.1382656842470169,-0.6657189130783081,0.014544066973030567,-0.12653879821300507,0.0,0.0,2,main_engine,2.5069220066070557,3.072928922710955,0,0,0
77,0.06130104139447212,0.2046317458152771,-0.13583680987358093,-0.652880847454071,0.008377093821763992,-0.12333947420120239,0.0,0.0,2,main_engine,2.480160713195801,2.587491973489503,0,0,0
78,0.059883881360292435,0.19013458490371704,-0.135507270693779,-0.6442950963973999,0.002247875789180398,-0.122584268450737,0.0,0.0,2,main_engine,2.4613969326019287,1.3212264267407476,0,0,0
79,0.058413028717041016,0.17575378715991974,-0.14063209295272827,-0.6391484141349792,-0.004124621860682964,-0.1274501532316208,0.0,0.0,2,main_engine,2.437354803085327,2.0618565089544747,0,0,0
80,0.05683183670043945,0.1618168205022812,-0.1511244922876358,-0.6194552183151245,-0.01101994514465332,-0.13790655136108398,0.0,0.0,2,main_engine,2.4051010608673096,0.3144453442835669,0,0,0
81,0.05512666702270508,0.14794865250587463,-0.1629316508769989,-0.6164394617080688,-0.01851186715066433,-0.14983876049518585,0.0,0.0,2,main_engine,2.322849988937378,1.5189020651802678,0,0,0
82,0.0535924918949604,0.13425737619400024,-0.14657798409461975,-0.6085987687110901,-0.025256482884287834,-0.13489218056201935,0.0,0.0,2,main_engine,2.3111226558685303,1.6871771898124706,0,0,0
83,0.05224428325891495,0.1207718700170517,-0.12880419194698334,-0.5994711518287659,-0.031204285100102425,-0.11895601451396942,0.0,0.0,2,main_engine,2.3062527179718018,0.41844821823134454,0,0,0
84,0.05074014514684677,0.10738871991634369,-0.14359810948371887,-0.5949634313583374,-0.03794031962752342,-0.13472065329551697,0.0,0.0,2,main_engine,2.190152168273926,2.1182508409608802,0,0,0
85,0.04920835420489311,0.09445860981941223,-0.1461023986339569,-0.5748679041862488,-0.04492658004164696,-0.13972525298595428,0.0,0.0,2,main_engine,2.219914436340332,0.09977353389515714,0,0,0
86,0.04771394655108452,0.08148094266653061,-0.1424730271100998,-0.577010452747345,-0.05181686952710152,-0.1378057897090912,0.0,0.0,2,main_engine,2.118074893951416,0.2095586178710221,0,0,0
87,0.04627837985754013,0.06847336888313293,-0.13676297664642334,-0.5783631205558777,-0.05852567031979561,-0.13417595624923706,0.0,0.0,2,main_engine,2.019941568374634,2.5784295622259323,0,0,0
88,0.04478912428021431,0.0560755580663681,-0.14168204367160797,-0.5513173341751099,-0.06570117175579071,-0.14350983500480652,0.0,0.0,2,main_engine,2.0931098461151123,0.9121621544442007,0,0,0
89,0.043294429779052734,0.04389861598610878,-0.14202342927455902,-0.5415412783622742,-0.0730670914053917,-0.14731839299201965,0.0,0.0,2,main_engine,2.07220196723938,0.6732472230651438,0,0,0
90,0.04187774658203125,0.03186121955513954,-0.13442209362983704,-0.5353686809539795,-0.08023939281702042,-0.14344555139541626,0.0,0.0,2,main_engine,2.036893367767334,0.29818435599949283,0,0,0
91,0.04060335084795952,0.019871458411216736,-0.12070213258266449,-0.5332533717155457,-0.08691567182540894,-0.13352569937705994,0.0,0.0,2,main_engine,1.9856340885162354,9.917699448344376,0,0,0
92,0.03948240354657173,0.007888314314186573,-0.1059022918343544,-0.532957911491394,-0.09304656088352203,-0.12261782586574554,1.0,0.0,2,main_engine,1.1869113445281982,5.73012730487157,0,0,0
93,0.03847084194421768,-0.003019800176844001,-0.11348936706781387,-0.4841943383216858,-0.08047980815172195,0.25177818536758423,1.0,0.0,2,main_engine,1.3198102712631226,16.373957906763703,0,0,0
94,0.03750600665807724,-0.013003590516746044,-0.1281302124261856,-0.4422755241394043,-0.04948822036385536,0.6194414496421814,1.0,1.0,2,main_engine,0.7295659780502319,8.528276669074426,0,0,0
95,0.03663787990808487,-0.021611656993627548,-0.1201108917593956,-0.3820813298225403,-0.018310803920030594,0.6213884949684143,1.0,1.0,2,main_engine,0.9277796745300293,4.631615194494043,0,0,0
96,0.03563098981976509,-0.02901487611234188,-0.13133515417575836,-0.3289217948913574,0.011924047023057938,0.6046870946884155,1.0,1.0,2,main_engine,1.141859531402588,0.80898074482931,0,0,0
97,0.03461046144366264,-0.035291243344545364,-0.1326650232076645,-0.27947771549224854,0.04216038063168526,0.6047263145446777,1.0,1.0,2,main_engine,1.2598145008087158,-100.0,0,1,0
