step,x,y,vx,vy,angle,angular_velocity,left_leg,right_leg,action,action_text,value,reward,success,crash,timeout
55,-0.2915496230125427,0.5867607593536377,-0.1582295447587967,-0.7616727948188782,-0.6347560286521912,0.041460294276475906,0.0,0.0,1,left_engine,2.362431526184082,-0.5697965196837618,0,0,0
56,-0.29317450523376465,0.5690600275993347,-0.16576963663101196,-0.7850977182388306,-0.630741536617279,0.0802900567650795,0.0,0.0,2,main_engine,2.411043167114258,2.318101342479747,0,0,0
57,-0.29435378313064575,0.5513179302215576,-0.12174370139837265,-0.786689817905426,-0.6260784864425659,0.09326090663671494,0.0,0.0,2,main_engine,2.334935188293457,1.2843095158113271,0,0,0
58,-0.2952791750431061,0.5333980917930603,-0.09653268754482269,-0.7945210337638855,-0.6212275624275208,0.09701851010322571,0.0,0.0,2,main_engine,2.2101879119873047,2.669278693429715,0,0,0
59,-0.29601821303367615,0.5156749486923218,-0.07730542868375778,-0.7860780954360962,-0.6171046495437622,0.08245844393968582,0.0,0.0,1,left_engine,2.080345869064331,-0.25576629035845033,0,0,0
60,-0.29681897163391113,0.4974138140678406,-0.08519536256790161,-0.8091978430747986,-0.6109180450439453,0.12373143434524536,0.0,0.0,2,main_engine,2.100780487060547,1.3053380452073327,0,0,0
61,-0.2973255217075348,0.4789564907550812,-0.05613020062446594,-0.8177831172943115,-0.604331374168396,0.13173308968544006,0.0,0.0,2,main_engine,2.020723581314087,2.5926730501297586,0,0,0
62,-0.29749202728271484,0.46061819791793823,-0.02217966504395008,-0.8125035762786865,-0.5977102518081665,0.1324230432510376,0.0,0.0,2,main_engine,1.9822314977645874,3.5458663258695085,0,0,0
63,-0.29711318016052246,0.4426495432853699,0.03199620172381401,-0.7959445714950562,-0.5906867384910583,0.1404702514410019,0.0,0.0,1,left_engine,2.0674264430999756,0.17144441140851654,0,0,0
64,-0.2968023419380188,0.4241458773612976,0.023278843611478806,-0.8189293146133423,-0.5814388990402222,0.1849573254585266,0.0,0.0,2,main_engine,2.059424877166748,4.306685485827825,0,0,0
65,-0.2959107458591461,0.40620875358581543,0.08107520639896393,-0.7936964631080627,-0.5719221830368042,0.19033434987068176,0.0,0.0,2,main_engine,2.144498348236084,2.377830422662112,0,0,0
66,-0.2947968542575836,0.3883945345878601,0.10355190932750702,-0.788412868976593,-0.5627467036247253,0.18350914120674133,0.0,0.0,2,main_engine,2.0809555053710938,3.406785190301588,0,0,0
67,-0.2934752404689789,0.3709804117679596,0.12499400228261948,-0.7709681391716003,-0.5544033646583557,0.16686664521694183,0.0,0.0,2,main_engine,2.0584018230438232,3.1955654320827422,0,0,0
68,-0.29166179895401,0.3540618419647217,0.17400863766670227,-0.7489335536956787,-0.5459039807319641,0.169988214969635,0.0,0.0,1,left_engine,2.151214599609375,0.5177222792215173,0,0,0
69,-0.289923757314682,0.33661651611328125,0.16427859663963318,-0.7715350389480591,-0.5349417924880981,0.21924331784248352,0.0,0.0,2,main_engine,2.0463340282440186,3.631819606153454,0,0,0
70,-0.28777503967285156,0.31973493099212646,0.20546658337116241,-0.7466151714324951,-0.5241740942001343,0.2153540551662445,0.0,0.0,2,main_engine,2.1083176136016846,2.5759705234603816,0,0,0
71,-0.2851080894470215,0.3032996356487274,0.2568177878856659,-0.7266960740089417,-0.5129465460777283,0.22455136477947235,0.0,0.0,1,left_engine,2.12416672706604,0.7106608918852555,0,0,0
72,-0.2824968695640564,0.2863261103630066,0.2495056390762329,-0.7500770092010498,-0.4998334050178528,0.26226288080215454,0.0,0.0,2,main_engine,2.056942939758301,4.2572159227234865,0,0,0
73,-0.2795480787754059,0.2701086103916168,0.2837495803833008,-0.7167782187461853,-0.48735320568084717,0.24960458278656006,0.0,0.0,2,main_engine,2.056718111038208,1.32930959494156,0,0,0
74,-0.2761620581150055,0.2540489733219147,0.32677191495895386,-0.7096378803253174,-0.47418126463890076,0.2634386420249939,0.0,0.0,2,main_engine,2.029172897338867,0.6379289100385506,0,0,0
75,-0.2723926603794098,0.2379429191350937,0.3643072247505188,-0.7115713357925415,-0.4602116346359253,0.27939265966415405,0.0,0.0,2,main_engine,1.9660520553588867,3.8201098382909153,0,0,0
76,-0.26837268471717834,0.22253909707069397,0.38995593786239624,-0.6806914806365967,-0.4469865560531616,0.26450127363204956,0.0,0.0,2,main_engine,1.98268723487854,0.9372064657260182,0,0,0
77,-0.264070600271225,0.20713335275650024,0.41774559020996094,-0.6807805895805359,-0.4333820641040802,0.27209025621414185,0.0,0.0,2,main_engine,1.9488751888275146,3.3124267847084754,0,0,0
78,-0.2593792974948883,0.19258855283260345,0.4568253457546234,-0.642695963382721,-0.4200354516506195,0.2669321298599243,0.0,0.0,2,main_engine,2.0054330825805664,1.8644738880855243,0,0,0
79,-0.25419682264328003,0.178758442401886,0.5054775476455688,-0.6109319925308228,-0.40626785159111023,0.27535194158554077,0.0,0.0,2,main_engine,2.044771909713745,1.4209956345580224,0,0,0
80,-0.24892544746398926,0.16485372185707092,0.5145395398139954,-0.6144342422485352,-0.3927624821662903,0.2701074481010437,0.0,0.0,2,main_engine,2.0037848949432373,2.0674859103062717,0,0,0
81,-0.24362397193908691,0.15098784863948822,0.5180603265762329,-0.6129770278930664,-0.379882276058197,0.2576039135456085,0.0,0.0,2,main_engine,1.9700825214385986,1.9509228878951717,0,0,0
82,-0.23821687698364258,0.13728934526443481,0.5289617776870728,-0.6057462096214294,-0.3674253523349762,0.2491387128829956,0.0,0.0,2,main_engine,1.9513814449310303,2.5456863290730043,0,0,0
83,-0.23269863426685333,0.12399330735206604,0.5406244993209839,-0.5881069302558899,-0.355598121881485,0.23654501140117645,0.0,0.0,2,main_engine,1.9430302381515503,2.3227998920994937,0,0,0
84,-0.22694358229637146,0.11133814603090286,0.5645395517349243,-0.5597811937332153,-0.3440761864185333,0.2304384410381317,0.0,0.0,2,main_engine,1.9694147109985352,0.09500732654101968,0,0,0
85,-0.22090168297290802,0.09872132539749146,0.5926244258880615,-0.5580320954322815,-0.3319695293903351,0.24213337898254395,0.0,0.0,2,main_engine,2.001678228378296,2.1252953801723438,0,0,0
86,-0.2145986109972,0.08683112263679504,0.6188746094703674,-0.5258718729019165,-0.3200538456439972,0.23831391334533691,0.0,0.0,2,main_engine,2.015756607055664,1.8091434758916705,0,0,0
87,-0.20813187956809998,0.07537365704774857,0.6354667544364929,-0.5067902207374573,-0.30842125415802,0.23265190422534943,0.0,0.0,1,left_engine,2.0322906970977783,1.3355063166735033,0,0,0
88,-0.20172958076000214,0.06334555894136429,0.6272941827774048,-0.5318936705589294,-0.2950499653816223,0.267426073551178,0.0,0.0,2,main_engine,2.025912046432495,1.94129374864944,0,0,0
89,-0.1950283944606781,0.05213700234889984,0.657082200050354,-0.49557459354400635,-0.2816287875175476,0.26842373609542847,0.0,0.0,2,main_engine,2.0447845458984375,0.4852014292762988,0,0,0
90,-0.18797464668750763,0.041409026831388474,0.6916636228561401,-0.4742168188095093,-0.2675676941871643,0.28122180700302124,0.0,0.0,1,left_engine,2.051419258117676,1.6886140017810771,0,0,0
91,-0.18098822236061096,0.030108056962490082,0.6831425428390503,-0.49950936436653137,-0.25172364711761475,0.316881000995636,0.0,0.0,2,main_engine,2.0332794189453125,10.179031127249072,0,0,0
92,-0.173695370554924,0.018950067460536957,0.7129173874855042,-0.49319323897361755,-0.23507913947105408,0.3328900933265686,1.0,0.0,2,main_engine,2.17277455329895,16.945306067283692,0,0,0
93,-0.16629676520824432,0.008851191960275173,0.7088409066200256,-0.44527119398117065,-0.2006143182516098,0.693595826625824,1.0,1.0,2,main_engine,2.1625776290893555,5.221404760797822,0,0,0
94,-0.15868167579174042,2.155303945983178e-06,0.7263066172599792,-0.38916489481925964,-0.16634531319141388,0.6841015815734863,1.0,1.0,2,main_engine,2.2397682666778564,5.958000768622253,0,0,0
95,-0.1509731262922287,-0.0071944259107112885,0.7372608780860901,-0.31645411252975464,-0.13299210369586945,0.6668225526809692,1.0,1.0,2,main_engine,2.3110930919647217,4.242833022078284,0,0,0
96,-0.14307737350463867,-0.012997260317206383,0.7558210492134094,-0.25526824593544006,-0.09958494454622269,0.6679708361625671,1.0,1.0,2,main_engine,2.352877140045166,3.9266774886494717,0,0,0
97,-0.1350083351135254,-0.017390431836247444,0.7728540897369385,-0.19336563348770142,-0.06594819575548172,0.6726272702217102,1.0,1.0,1,left_engine,2.410942316055298,5.145493558119413,0,0,0
98,-0.1269657164812088,-0.021228136494755745,0.7688286900520325,-0.1694176346063614,-0.03099188208580017,0.6990422606468201,1.0,1.0,1,left_engine,2.388174295425415,4.34268102329071,0,0,0
99,-0.11897706985473633,-0.02458830177783966,0.7636154294013977,-0.1490171104669571,0.0037559419870376587,0.6948895454406738,1.0,1.0,2,main_engine,2.380751848220825,-2.376377383282647,0,0,0
100,-0.1109762191772461,-0.026820829138159752,0.7708185911178589,-0.09957513213157654,0.03263581916689873,0.5775829553604126,1.0,1.0,1,left_engine,2.4615559577941895,-1.1386703549777326,0,0,0
101,-0.10306692123413086,-0.028744079172611237,0.7671725153923035,-0.08617744594812393,0.056119732558727264,0.46969079971313477,1.0,1.0,1,left_engine,2.4604411125183105,0.836861252785597,0,0,0
102,-0.09540252387523651,-0.030458904802799225,0.7485531568527222,-0.07698483765125275,0.07380039989948273,0.35360395908355713,1.0,1.0,1,left_engine,2.3928370475769043,-18.766056577214755,0,0,0
103,-0.08796711266040802,-0.031935907900333405,0.7303735017776489,-0.0663505420088768,0.08684337884187698,0.26085737347602844,0.0,0.0,1,left_engine,2.4276721477508545,1.3619271725377058,0,0,0
104,-0.08072862774133682,-0.033131636679172516,0.7135114073753357,-0.05377752706408501,0.09709195792675018,0.20497198402881622,0.0,0.0,1,left_engine,2.4262032508850098,1.51373829592096,0,0,0
105,-0.0736766830086708,-0.033994950354099274,0.6960148811340332,-0.038992155343294144,0.10620512068271637,0.18226315081119537,0.0,0.0,1,left_engine,2.4183554649353027,-100.0,0,1,0
